Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,VideoAmt,PetID,PhotoAmt,SentimentScore,SentimentMagnitude,HasName,DescWordCount,IsMixedBreed,AgeBin,IsFree,TotalMultimedia,SentimentImpact,AdoptionSpeed
1,6,307,0,2,2,0,0,3,1,1,1,1,1,2,0,12,0,c6e25d716,6,0.1,0.9,1,54,1,1,1,6.0,0.09000000000000001,2
1,12,307,119,2,1,7,0,2,1,1,1,1,1,1,0,12,0,9dd3b3bce,1,-0.2,0.5,1,62,1,1,1,1.0,-0.1,4
1,36,307,218,1,1,7,0,2,1,2,2,1,1,1,0,12,0,94dc821ee,5,0.3,5.1,1,75,1,2,1,5.0,1.5299999999999998,3
1,2,307,0,3,1,2,7,2,1,2,2,2,1,7,0,12,0,a90d6fbee,3,0.5,1.1,1,55,1,0,1,3.0,0.55,4
2,5,243,266,2,3,0,0,2,1,1,1,3,1,1,0,9,0,aa3ee9d0b,5,0.4,3.0,1,74,1,1,1,5.0,1.2000000000000002,1
1,12,307,307,2,2,7,0,2,1,1,1,1,1,1,0,12,0,9acd96273,1,0.0,1.4,1,151,1,1,1,1.0,0.0,4
1,24,20,307,1,2,7,0,2,1,3,3,2,1,1,0,12,0,21f4a6abf,4,0.1,3.9,1,81,1,2,1,4.0,0.39,4
2,1,265,0,3,1,2,0,2,2,2,2,2,1,2,0,3,0,03f48e12b,5,-0.4,0.4,1,15,0,0,1,5.0,-0.16000000000000003,1
1,2,307,0,2,2,0,0,2,2,1,1,2,1,1,0,12,0,919a7dd34,1,0.0,2.0,1,52,1,0,1,1.0,0.0,1
2,1,266,0,3,1,3,6,1,1,2,2,2,1,4,0,3,0,0499e1ea8,1,0.3,0.3,0,3,0,0,1,1.0,0.09,2
1,1,307,0,2,2,5,0,2,1,2,2,2,1,1,0,12,0,b9aead110,3,0.4,2.4,1,35,1,0,1,3.0,0.96,2
2,2,265,265,2,6,7,0,1,2,3,1,3,1,1,0,3,0,f205b0649,13,0.1,8.7,1,261,0,0,1,13.0,0.87,3
2,3,266,0,1,2,6,7,2,1,3,3,3,1,1,0,3,0,99a705efe,0,0.4,1.4,1,48,0,0,1,0.0,0.5599999999999999,4
2,2,266,300,3,1,2,0,1,1,2,2,1,1,3,0,3,0,7711871ae,5,0.1,13.3,1,517,1,0,1,5.0,1.33,1
2,7,252,0,1,6,7,0,2,2,2,1,3,1,1,0,9,0,91389ff80,2,0.2,0.2,1,7,0,1,1,2.0,0.04000000000000001,4
1,30,152,0,2,1,3,0,1,1,1,3,2,1,1,50,12,0,642a88a93,3,0.2,4.2,1,109,0,2,0,3.0,0.8400000000000001,3
2,5,266,0,3,1,2,7,1,1,3,3,3,1,3,0,3,0,9000f2766,1,-0.6,0.6,1,62,0,1,1,1.0,-0.36,4
1,1,307,0,3,1,2,4,1,1,2,2,2,2,2,0,12,0,7810092ba,3,-0.4,0.8,0,21,1,0,1,3.0,-0.32000000000000006,4
2,12,266,0,2,2,7,0,2,2,2,2,3,1,1,0,12,0,f64a1a0c4,5,0.0,0.0,1,4,0,1,1,5.0,0.0,4
1,2,307,307,1,1,2,5,2,2,1,1,2,1,1,150,3,0,6381b1706,3,0.0,1.3,1,51,1,0,0,3.0,0.0,4
2,1,266,0,2,1,4,7,2,1,2,1,2,1,1,0,3,0,3913a43f9,3,0.3,2.9,1,52,0,0,1,3.0,0.87,1
2,1,265,0,2,1,7,0,2,2,2,2,2,1,1,0,3,0,5adb9d9b3,1,0.2,1.8,1,38,0,0,1,1.0,0.36000000000000004,3
1,18,145,0,1,2,7,0,1,2,1,1,1,1,1,0,12,0,7f74af51f,2,0.5,2.9,1,49,0,2,1,2.0,1.45,1
1,9,200,0,1,3,0,0,2,1,1,1,2,1,1,0,3,0,aaca75307,3,0.2,1.2,1,40,0,1,1,3.0,0.24,1
1,1,307,0,2,1,7,0,2,1,3,1,2,1,1,0,12,0,1945c0690,3,0.3,3.0,0,44,1,0,1,3.0,0.8999999999999999,4
2,2,266,0,1,2,5,7,2,1,2,2,2,1,1,0,12,0,26c3a9079,2,0.0,0.0,1,21,0,0,1,2.0,0.0,3
1,18,307,0,2,1,0,0,2,2,1,1,1,1,1,0,6,0,683f1dfd8,3,0.3,1.2,1,34,1,2,1,3.0,0.36,4
1,96,78,0,1,1,0,0,3,1,1,1,2,2,1,0,12,0,2d79572ae,1,0.1,1.6,1,37,0,3,1,1.0,0.16000000000000003,4
2,4,292,246,2,5,0,0,2,2,2,2,2,1,1,150,3,0,c9ebb9992,4,0.0,0.2,0,39,1,1,0,4.0,0.0,1
1,2,307,0,2,2,0,0,2,1,2,2,2,1,1,20,9,0,1ef3f5030,1,0.0,0.2,1,20,1,0,0,1.0,0.0,3
1,2,307,307,1,1,2,0,2,2,2,1,2,1,1,0,12,0,24d3b54ec,2,0.0,0.0,1,3,1,0,1,2.0,0.0,2
2,3,266,0,2,1,2,0,1,1,2,2,2,1,1,0,6,0,ee5f5db50,9,0.4,2.4,1,67,0,0,1,9.0,0.96,3
2,3,243,0,2,1,0,0,1,2,1,2,1,1,1,0,12,0,e6821c448,5,0.9,0.9,1,15,0,0,1,5.0,0.81,2
2,1,266,299,3,1,2,6,2,1,2,1,2,1,3,0,3,0,ea055de86,26,0.3,5.5,1,121,1,0,1,26.0,1.65,3
2,2,266,0,1,1,6,7,1,1,1,1,2,2,1,0,12,0,2e41f018c,26,0.3,12.3,1,442,0,0,1,26.0,3.69,3
1,12,307,0,1,2,0,0,2,2,1,1,1,1,1,0,3,0,1fba191e3,6,0.6,0.6,1,43,1,1,1,6.0,0.36,4
1,4,307,0,1,2,4,0,3,1,1,1,2,1,1,0,12,0,4fc9dee58,1,0.0,3.5,1,70,1,1,1,1.0,0.0,4
2,1,299,0,3,2,5,6,2,2,1,1,1,1,3,50,12,0,307c5ca84,5,0.2,2.8,0,103,0,0,0,5.0,0.5599999999999999,1
1,8,307,0,1,3,5,0,2,1,1,1,2,1,1,0,12,0,b822d0566,5,0.3,4.6,1,97,1,1,1,5.0,1.38,3
2,9,285,265,1,3,4,0,2,2,2,1,2,1,1,0,12,0,afc933f32,8,0.0,1.3,1,45,1,1,1,8.0,0.0,2
1,1,307,0,3,1,2,5,3,2,2,2,2,1,6,30,3,0,c7561189e,4,0.2,2.1,1,44,1,0,0,4.0,0.42000000000000004,3
1,2,307,0,2,1,0,0,3,1,2,1,2,2,1,0,3,0,27ec72a29,2,0.0,1.7,1,35,1,0,1,2.0,0.0,4
2,4,266,0,2,7,0,0,2,1,1,1,2,1,1,0,12,0,6cb5e1b06,3,0.4,2.5,1,43,0,1,1,3.0,1.0,1
1,3,307,0,1,1,7,0,3,2,3,3,3,1,3,500,0,0,71b0f7f97,3,0.2,0.2,1,40,1,0,0,3.0,0.04000000000000001,3
2,18,266,0,2,1,2,3,2,1,1,1,1,1,1,300,0,0,a03da4900,3,0.2,0.8,1,31,0,2,0,3.0,0.16000000000000003,3
2,2,266,0,2,7,0,0,2,1,2,1,2,1,1,0,12,0,0532bf9d3,1,0.4,1.9,1,107,0,0,1,1.0,0.76,2
2,24,252,0,2,2,3,5,2,2,1,1,2,1,1,0,12,0,2eaccd3bf,3,0.4,2.3,1,38,0,2,1,3.0,0.9199999999999999,3
1,24,307,307,2,1,2,7,2,2,3,1,3,1,1,0,0,0,2b95747f3,1,0.0,3.5,1,80,1,2,1,1.0,0.0,3
2,1,276,285,3,1,2,3,3,3,1,1,2,1,3,300,12,0,79314275c,1,0.4,0.8,0,12,1,0,0,1.0,0.32000000000000006,1
2,12,266,0,1,1,0,0,1,1,2,2,2,1,1,0,12,0,f71d5c047,1,0.5,0.5,0,17,0,1,1,1.0,0.25,3
1,18,233,0,1,1,0,0,2,1,1,1,1,1,1,0,6,0,bd16029b7,20,0.5,5.6,1,98,0,2,1,20.0,2.8,1
1,2,307,307,2,1,2,0,2,1,3,3,3,1,1,0,12,0,38a780df6,2,0.3,1.5,1,40,1,0,1,2.0,0.44999999999999996,2
1,1,307,0,1,2,0,0,1,1,2,2,2,1,1,0,3,0,aca9ddee7,3,-0.2,0.6,1,28,1,0,1,3.0,-0.12,3
1,2,307,0,2,1,2,0,2,2,3,3,2,1,1,0,12,0,ada57411b,3,0.3,1.3,1,21,1,0,1,3.0,0.39,2
2,3,266,0,1,1,2,5,1,1,2,2,2,1,1,0,12,0,058394848,12,0.0,1.1,1,55,0,0,1,12.0,0.0,2
1,21,307,0,1,2,7,0,2,1,1,1,1,1,1,200,12,0,8425c2a48,3,0.6,2.0,1,43,1,2,0,3.0,1.2,3
2,2,247,0,3,1,3,7,1,2,2,1,2,1,2,0,12,0,6210026f5,3,0.7,0.7,1,13,0,0,1,3.0,0.48999999999999994,1
1,3,307,0,1,2,7,0,2,2,1,1,2,1,1,100,12,0,487f74408,3,0.8,0.8,1,10,1,0,0,3.0,0.6400000000000001,2
2,3,285,247,2,1,2,3,2,2,2,2,2,1,3,0,3,0,ad463dd0a,3,0.8,2.6,1,48,1,0,1,3.0,2.08,1
2,37,299,0,3,3,0,0,2,1,1,1,1,1,2,150,12,0,178629125,5,0.1,8.4,1,258,0,2,0,5.0,0.8400000000000001,2
1,1,307,0,2,4,0,0,2,1,2,2,2,1,2,0,12,1,4552e7972,1,0.4,2.8,1,93,1,0,1,2.0,1.1199999999999999,1
1,120,141,0,2,5,0,0,3,1,1,2,1,2,1,0,3,0,dc8caa6d2,0,-0.3,0.3,1,2,0,3,1,0.0,-0.09,4
1,2,218,307,2,1,2,5,2,1,2,1,2,1,2,0,12,0,97dc6aa32,5,0.4,1.3,1,22,1,0,1,5.0,0.52,3
2,24,292,265,2,2,5,7,2,2,1,1,1,1,1,0,12,0,8fc9d6c1a,2,0.2,2.2,1,59,1,2,1,2.0,0.44000000000000006,2
2,2,266,0,2,2,5,6,1,1,2,2,2,1,3,0,3,0,6f2374a43,4,0.0,0.0,0,82,0,0,1,4.0,0.0,3
2,2,264,0,1,1,0,0,2,3,2,3,3,1,1,0,3,1,7a1609dd4,3,0.1,0.3,1,6,0,0,1,4.0,0.03,0
1,1,218,0,2,1,2,5,2,1,2,2,2,1,2,0,12,0,cf76c794a,1,0.7,2.3,1,24,0,0,1,1.0,1.6099999999999999,1
2,1,282,0,2,5,7,0,2,2,1,1,2,1,1,0,12,0,b8aa48ca7,1,0.4,1.7,1,27,0,0,1,1.0,0.68,1
1,1,307,0,3,1,2,7,2,1,2,2,3,1,7,0,7,0,1c901d8d7,0,-0.1,0.1,0,10,1,0,1,0.0,-0.010000000000000002,4
1,2,307,0,2,2,0,0,2,1,1,1,2,1,1,0,12,0,1ca9db40b,1,0.4,1.4,1,23,1,0,1,1.0,0.5599999999999999,4
2,4,266,0,3,1,2,7,1,1,2,2,2,1,3,0,12,0,ebabceece,3,0.7,0.7,1,19,0,1,1,3.0,0.48999999999999994,4
1,3,307,0,2,1,2,0,2,2,1,1,3,1,1,100,9,0,63f7cacce,3,0.9,0.9,1,13,1,0,0,3.0,0.81,4
1,3,307,0,3,1,2,7,2,1,2,2,2,1,4,0,12,0,ca1df3f71,4,0.0,0.0,1,20,1,0,1,4.0,0.0,4
2,3,266,0,2,1,0,0,1,1,2,2,2,1,1,0,6,0,870fc2931,1,0.3,1.3,1,15,0,0,1,1.0,0.39,2
1,1,307,0,3,2,0,0,2,1,2,1,2,1,2,0,12,0,1d0a5c20a,1,0.0,0.0,1,8,1,0,1,1.0,0.0,3
1,36,307,0,1,2,0,0,2,1,2,2,1,2,1,0,12,0,c7c443855,4,0.0,3.1,1,91,1,2,1,4.0,0.0,4
1,1,307,307,3,2,3,6,1,1,2,2,3,1,6,0,12,1,9b9cadd98,5,0.6,2.5,1,43,1,0,1,6.0,1.5,3
2,36,299,266,2,4,7,0,1,1,2,1,1,2,1,0,3,0,3ff4a6c99,2,0.0,1.0,1,119,1,2,1,2.0,0.0,2
1,12,307,0,1,2,0,0,3,1,1,1,1,1,1,0,12,1,b147d1870,4,-0.1,3.2,1,104,1,1,1,5.0,-0.32000000000000006,0
1,12,307,0,1,5,0,0,3,1,1,1,1,1,1,0,12,0,f2716e1e5,2,0.8,2.6,1,35,1,1,1,2.0,2.08,3
1,2,307,0,2,1,2,7,2,1,1,1,2,1,1,0,12,0,8df39788a,6,0.8,2.4,1,24,1,0,1,6.0,1.92,3
1,20,195,0,1,1,0,0,2,1,3,3,3,1,1,250,12,0,9a32cab94,0,0.4,2.0,1,65,0,2,0,0.0,0.8,1
1,1,307,0,1,2,7,0,2,2,3,3,2,1,1,0,12,0,d29627289,4,0.5,1.1,1,18,1,0,1,4.0,0.55,4
1,1,307,0,2,2,0,0,2,1,2,1,2,1,1,0,12,0,2288c4fc6,1,0.5,3.1,1,66,1,0,1,1.0,1.55,2
1,24,307,0,1,2,0,0,2,1,1,1,2,1,1,0,3,0,3a94fdf2d,2,0.1,1.2,1,36,1,2,1,2.0,0.12,4
1,1,307,0,2,5,7,0,2,1,1,1,2,1,1,50,12,0,be3508ce5,3,0.0,0.0,0,16,1,0,0,3.0,0.0,1
2,12,266,0,2,6,0,0,2,1,1,1,1,1,1,0,12,0,6f358dea9,5,0.8,0.8,1,22,0,1,1,5.0,0.6400000000000001,4
1,36,307,0,2,2,7,0,3,1,1,1,1,2,1,0,12,0,a9391d398,4,0.0,7.6,1,272,1,2,1,4.0,0.0,4
2,24,266,0,1,4,7,0,2,1,2,2,2,2,1,0,6,0,303b3795f,2,0.0,0.0,0,64,0,2,1,2.0,0.0,4
1,24,179,0,3,2,5,0,1,2,1,1,1,1,2,350,3,0,f97d14e01,3,0.1,5.4,1,198,0,2,0,3.0,0.54,3
2,4,297,0,2,1,2,3,2,2,2,2,2,1,2,0,12,0,30254b35d,2,0.3,1.2,1,63,0,1,1,2.0,0.36,2
1,2,307,0,2,2,5,7,2,2,2,2,2,1,4,0,12,0,f7550219b,5,0.7,1.4,1,14,1,0,1,5.0,0.9799999999999999,2
1,15,307,0,2,2,7,0,3,1,1,1,1,1,1,300,3,0,59e24567e,5,0.6,2.5,1,68,1,2,0,5.0,1.5,4
1,0,307,0,2,1,0,0,2,1,3,3,3,3,1,0,3,0,0b3b23c20,1,0.0,0.0,0,2,1,0,1,1.0,0.0,4
1,7,307,0,2,1,2,5,2,1,1,1,1,1,1,0,12,0,386e1a0fd,5,0.4,2.7,1,48,1,1,1,5.0,1.08,2
1,3,307,307,3,1,4,0,2,1,2,2,2,1,2,0,8,0,49a867af7,5,0.0,1.0,1,37,1,0,1,5.0,0.0,1
2,18,285,0,1,7,0,0,3,3,1,1,1,1,1,400,12,0,ff14c3dbe,1,0.3,0.3,1,18,0,2,0,1.0,0.09,3
1,1,307,0,2,1,2,7,2,1,3,1,2,1,2,0,12,0,f61cec80a,6,0.2,1.2,1,27,1,0,1,6.0,0.24,1
1,2,307,0,1,5,0,0,2,2,1,1,2,1,1,0,12,0,42448336b,1,0.0,1.3,1,48,1,0,1,1.0,0.0,1
2,2,266,0,3,4,5,7,2,1,2,2,2,1,2,0,3,0,4a6ee5d02,2,0.0,0.0,1,49,0,0,1,2.0,0.0,2
1,55,20,0,1,1,4,7,2,1,1,1,1,1,1,0,12,0,e317b2a73,5,0.1,2.5,1,94,0,2,1,5.0,0.25,2
1,12,179,0,1,2,0,0,1,2,1,1,2,1,1,0,12,1,d596234fc,4,0.4,7.9,1,239,0,1,1,5.0,3.16,3
2,1,277,0,2,1,2,7,2,1,2,2,2,1,1,0,0,0,1eb85ae31,1,0.0,2.3,1,46,0,0,1,1.0,0.0,2
2,24,266,0,2,6,0,0,1,2,1,1,2,1,1,0,12,0,8da3d6fc5,5,0.0,0.0,1,8,0,2,1,5.0,0.0,1
2,4,292,246,2,2,5,0,1,1,2,2,2,1,1,0,3,0,82f52a225,3,0.3,1.0,1,108,1,1,1,3.0,0.3,1
1,12,218,307,1,6,7,0,2,1,1,1,1,1,1,0,12,0,79a352e54,10,0.6,3.7,1,71,1,1,1,10.0,2.22,4
1,1,307,0,3,1,2,7,2,2,1,1,2,1,5,0,3,0,785a95244,5,0.4,4.0,1,131,1,0,1,5.0,1.6,3
1,3,307,307,2,1,7,0,2,1,1,1,2,1,1,0,8,0,5382ef1e5,1,0.2,1.0,1,33,1,0,1,1.0,0.2,3
2,5,265,0,2,2,5,0,1,2,2,2,2,1,1,0,12,0,ff4d9a3c6,6,0.0,2.9,1,60,0,1,1,6.0,0.0,2
1,2,307,0,1,1,2,7,2,2,1,1,2,1,1,0,12,0,701c5afba,1,0.1,0.1,1,3,1,0,1,1.0,0.010000000000000002,1
2,48,285,276,3,1,5,7,2,3,1,1,1,1,2,0,12,0,1c40fd781,2,0.0,1.7,1,58,1,2,1,2.0,0.0,2
2,8,266,0,1,1,7,0,1,1,2,2,3,1,1,0,12,0,f7d121b3b,7,0.0,0.0,1,184,0,1,1,7.0,0.0,3
2,0,266,0,3,1,6,7,2,1,2,2,2,1,2,0,12,0,f3ed20ed7,28,-0.2,2.0,1,95,0,0,1,28.0,-0.4,3
1,5,307,0,1,1,5,0,3,1,1,1,1,1,1,0,12,0,e78e9736a,5,0.3,2.4,1,49,1,1,1,5.0,0.72,2
2,12,265,0,1,3,7,0,2,2,1,1,2,1,1,100,3,0,49ad7909d,1,0.0,0.0,1,6,0,1,0,1.0,0.0,4
2,3,265,0,2,3,7,0,2,2,2,2,2,1,1,0,3,0,97450a196,3,0.2,0.2,1,3,0,0,1,3.0,0.04000000000000001,2
1,18,189,141,1,2,0,0,3,1,1,1,2,1,1,0,3,0,20b7e24b2,1,0.4,0.8,1,12,1,2,1,1.0,0.32000000000000006,4
1,12,307,0,2,2,0,0,1,1,1,1,1,1,1,0,12,0,486f89692,2,0.8,1.7,1,19,1,1,1,2.0,1.36,3
1,12,307,0,3,2,0,0,2,2,3,3,3,1,4,0,3,0,2418f7929,7,0.0,0.0,1,366,1,1,1,7.0,0.0,4
1,24,69,0,2,3,5,0,2,2,3,3,3,1,1,100,12,0,eb21c0250,1,0.1,1.1,1,51,0,2,0,1.0,0.11000000000000001,2
1,60,189,0,1,1,2,0,3,1,1,1,2,1,1,0,8,0,c76384236,1,0.3,1.1,1,58,0,2,1,1.0,0.33,3
2,6,264,0,1,1,0,0,2,3,2,2,2,1,1,0,3,0,3ce643dc5,1,0.9,0.9,1,17,0,1,1,1.0,0.81,2
2,1,243,243,3,4,5,7,1,1,2,1,2,1,7,0,3,0,1894ab073,13,0.0,1.4,1,106,0,0,1,13.0,0.0,2
1,3,307,307,3,2,0,0,2,1,1,2,2,1,5,0,12,0,b623d9449,2,0.9,0.9,1,16,1,0,1,2.0,0.81,4
1,36,119,119,1,1,7,0,3,3,1,1,2,1,1,0,12,0,e32467940,1,0.1,0.1,1,2,0,2,1,1.0,0.010000000000000002,1
1,3,307,307,1,1,0,0,2,1,2,2,2,1,1,0,12,0,c1548b685,3,0.3,1.9,1,31,1,0,1,3.0,0.57,2
2,4,266,0,1,6,0,0,2,2,2,2,2,1,1,0,12,0,2907a1335,1,0.0,0.4,1,11,0,1,1,1.0,0.0,3
1,24,119,213,1,7,0,0,3,2,1,1,1,1,1,0,12,0,41a6a7467,1,0.4,1.5,1,25,1,2,1,1.0,0.6000000000000001,3
1,3,307,307,2,1,2,0,2,1,2,1,2,1,2,0,12,0,f5c803412,7,0.2,3.7,1,141,1,0,1,7.0,0.7400000000000001,1
2,2,266,0,3,2,4,7,2,1,3,3,3,2,2,0,9,0,7d7b5bf2f,4,0.3,1.4,1,62,0,0,1,4.0,0.42,2
1,60,147,0,1,7,0,0,1,3,1,1,1,1,1,0,3,0,41487b069,5,0.3,3.4,1,89,0,2,1,5.0,1.02,2
1,2,218,307,3,1,2,4,2,2,3,3,3,1,3,0,9,0,eb3101bcd,1,-0.9,0.9,1,9,1,0,1,1.0,-0.81,1
1,2,307,0,2,5,0,0,2,2,1,1,2,1,1,0,12,0,a630f3a73,2,-0.5,0.5,1,17,1,0,1,2.0,-0.25,2
1,2,307,307,1,1,2,7,2,1,2,1,2,1,1,80,12,0,414d8422f,3,0.4,0.8,1,9,1,0,0,3.0,0.32000000000000006,4
2,2,266,0,2,2,3,4,2,1,2,2,2,1,1,0,12,0,695ae7cbe,5,0.2,0.5,1,19,0,0,1,5.0,0.1,2
2,1,265,266,2,1,5,7,2,2,2,2,2,1,1,0,9,0,756025f7c,5,0.2,1.2,1,18,1,0,1,5.0,0.24,2
1,5,307,0,3,3,0,0,2,1,1,1,2,1,2,0,3,1,83d36f269,6,0.5,0.5,1,11,1,1,1,7.0,0.25,3
1,8,307,0,1,1,7,0,2,1,1,1,3,1,1,0,12,0,b89c365c3,2,0.6,0.6,1,17,1,1,1,2.0,0.36,4
1,3,307,0,1,1,0,0,2,1,2,2,2,1,1,0,3,0,b37d04bd6,1,0.3,1.4,1,15,1,0,1,1.0,0.42,3
1,2,307,0,2,1,2,5,2,2,2,2,2,1,5,0,12,0,802b1f331,5,0.2,2.0,1,49,1,0,1,5.0,0.4,3
1,3,307,0,1,1,7,0,2,2,1,1,3,1,1,0,12,0,6333963fe,3,0.4,5.6,1,62,1,0,1,3.0,2.2399999999999998,4
1,36,19,0,1,1,2,7,2,1,1,1,2,1,1,0,3,0,29c50ee9a,3,-0.2,0.6,0,44,0,2,1,3.0,-0.12,1
2,12,292,265,3,1,2,5,2,2,1,1,1,1,4,0,0,0,6dcb51c02,5,0.2,0.6,1,34,1,1,1,5.0,0.12,2
1,2,307,0,3,1,2,5,2,1,2,2,2,1,2,0,12,0,36e1415c8,3,0.2,0.7,1,8,1,0,1,3.0,0.13999999999999999,0
1,1,307,0,3,1,2,7,2,1,2,1,2,1,3,0,12,0,8facdc86a,5,0.4,2.6,1,88,1,0,1,5.0,1.04,2
1,3,307,0,2,1,2,7,2,1,1,1,2,1,1,0,8,0,bf0dd40e3,4,0.1,1.2,1,47,1,0,1,4.0,0.12,3
2,8,265,0,1,7,0,0,2,2,2,1,2,1,1,0,3,0,4622342f4,5,0.3,1.4,1,26,0,1,1,5.0,0.42,3
2,8,285,0,1,3,4,0,3,2,1,1,1,1,1,0,12,0,e204110aa,3,0.3,4.8,1,104,0,1,1,3.0,1.44,1
2,11,266,0,1,1,0,0,2,1,2,2,2,1,1,0,3,0,21f095582,1,0.0,0.0,1,37,0,1,1,1.0,0.0,4
1,15,213,0,2,7,0,0,1,2,1,2,3,1,1,1,12,0,0cbe33a44,2,0.1,0.2,1,11,0,2,0,2.0,0.020000000000000004,1
2,2,266,0,3,1,7,0,2,2,2,2,2,1,5,0,12,0,936e8cc95,5,0.9,0.9,1,11,0,0,1,5.0,0.81,4
1,24,152,0,2,4,0,0,1,1,1,1,1,1,1,0,3,0,3c29e8689,3,0.8,2.5,1,17,0,2,1,3.0,2.0,1
1,2,307,189,1,1,2,0,2,2,2,2,2,1,1,0,3,0,bcf546cb8,3,0.4,1.7,0,40,1,0,1,3.0,0.68,1
1,24,307,307,1,2,0,0,2,1,1,1,1,1,1,0,12,2,cdd815db9,5,0.2,6.5,1,236,1,2,1,7.0,1.3,4
2,24,265,0,2,2,4,0,1,2,1,1,1,1,1,0,12,0,fddd6ef11,1,0.6,3.1,1,73,0,2,1,1.0,1.8599999999999999,1
1,2,307,307,1,1,2,0,2,2,1,1,2,1,1,0,12,0,0690278af,1,0.0,0.0,1,2,1,0,1,1.0,0.0,1
1,2,307,0,2,1,4,0,3,2,3,3,2,1,1,0,12,0,a4e4b1640,2,0.8,1.6,1,12,1,0,1,2.0,1.2800000000000002,3
1,2,307,0,2,1,2,0,2,1,1,1,2,1,2,0,12,0,37bbc6060,4,0.2,2.0,1,62,1,0,1,4.0,0.4,3
2,3,266,0,2,6,0,0,2,1,2,2,2,1,2,0,12,0,f0ac69be1,4,0.4,0.9,1,12,0,0,1,4.0,0.36000000000000004,3
1,4,189,307,2,1,5,0,2,1,2,2,2,1,3,0,12,0,9b2aaf395,2,0.3,1.0,1,25,1,1,1,2.0,0.3,3
1,1,307,0,1,7,0,0,2,2,2,1,2,1,1,0,12,0,23c8c5957,5,0.1,2.3,1,69,1,0,1,5.0,0.22999999999999998,1
1,2,307,307,2,2,0,0,2,1,2,1,2,1,1,0,12,0,0b051c8b3,1,0.5,3.7,1,60,1,0,1,1.0,1.85,3
1,5,307,0,2,2,0,0,2,1,1,1,1,1,1,0,3,0,76024f2ed,5,0.8,2.6,1,26,1,1,1,5.0,2.08,2
2,4,265,0,1,1,2,7,2,2,3,3,3,1,2,0,12,0,d88f3ee34,3,0.9,0.9,1,21,0,1,1,3.0,0.81,4
1,2,141,128,1,1,2,7,1,1,1,3,2,1,1,0,3,0,1e62e6022,5,0.1,1.0,1,43,1,0,1,5.0,0.1,1
1,24,169,60,1,2,0,0,1,1,1,1,1,1,1,0,12,0,56b0b72b1,3,0.1,3.1,1,139,1,2,1,3.0,0.31000000000000005,2
1,17,307,0,3,1,2,5,2,1,2,2,2,1,4,0,12,0,b12e22341,5,0.1,2.5,1,137,1,2,1,5.0,0.25,4
1,2,307,0,1,7,0,0,2,1,1,1,2,1,1,0,8,0,5f0efae69,4,0.0,4.0,1,104,1,0,1,4.0,0.0,1
1,2,141,307,2,2,0,0,2,2,3,3,2,1,1,0,12,0,38fc09756,2,0.2,1.4,1,23,1,0,1,2.0,0.27999999999999997,2
2,2,266,302,2,2,4,6,2,2,2,1,2,1,1,15,3,0,5884b684d,3,0.4,3.9,1,79,1,0,0,3.0,1.56,1
1,10,307,0,2,5,7,0,2,1,1,1,2,1,1,110,12,0,38e12233c,2,0.3,2.4,1,56,1,1,0,2.0,0.72,3
1,3,307,0,3,1,2,0,3,1,2,2,2,1,3,50,12,0,d73b2a4c6,22,0.0,13.0,1,627,1,0,0,22.0,0.0,2
2,1,265,0,1,4,5,0,1,2,2,2,1,1,1,0,12,1,fb82bfecd,2,0.2,1.3,1,31,0,0,1,3.0,0.26,1
1,6,102,0,2,1,2,0,1,1,2,2,2,1,1,0,3,0,5546a54ef,5,0.1,2.5,1,144,0,1,1,5.0,0.25,3
2,4,266,0,1,1,7,0,1,1,1,1,1,1,1,0,12,0,65afa2be4,7,0.4,3.3,0,65,0,1,1,7.0,1.32,3
1,2,307,0,1,1,0,0,2,2,2,2,2,1,1,0,12,0,804d08f42,5,0.3,1.6,1,126,1,0,1,5.0,0.48,4
1,1,307,307,2,2,7,0,2,2,2,1,2,1,1,0,12,0,f785304ad,1,0.0,0.0,1,3,1,0,1,1.0,0.0,2
2,6,266,266,3,3,0,0,2,1,1,1,1,1,2,0,3,0,e56dc823a,6,0.2,2.8,1,103,0,1,1,6.0,0.5599999999999999,3
2,2,266,0,3,1,4,7,2,1,2,1,2,1,2,0,3,0,5a3ea9e8a,4,0.3,2.1,1,57,0,0,1,4.0,0.63,3
1,72,20,0,2,2,4,7,2,1,3,3,3,1,1,0,3,0,d16f1d371,1,0.5,3.6,1,89,0,3,1,1.0,1.8,3
1,2,307,141,2,2,5,0,2,1,1,1,1,1,1,0,8,0,a02551367,1,0.1,7.5,1,190,1,0,1,1.0,0.75,3
2,3,266,0,3,2,4,5,2,1,2,2,2,1,10,0,12,0,c7b7dae2f,0,0.1,3.9,1,108,0,0,1,0.0,0.39,1
1,7,307,14,1,1,5,0,2,2,1,1,1,1,1,0,8,0,a05c489dc,6,0.0,7.3,1,236,1,1,1,6.0,0.0,3
2,2,264,0,3,1,2,4,3,3,2,2,2,1,2,250,12,0,f5257c5e4,2,-0.3,0.3,1,46,0,0,0,2.0,-0.09,3
1,2,307,307,2,2,7,0,2,2,2,2,2,1,1,0,12,0,941880ea3,5,0.0,0.0,1,2,1,0,1,5.0,0.0,2
